PassengerId,Survived,Survived_prob
1251,1,0.5499248532796923
1252,0,0.06929229411504155
1253,1,0.8280126228696588
1254,1,0.7730293489686015
1255,0,0.14016662174916517
1256,1,0.8848827118663597
1257,0,0.24991155769305706
1258,0,0.22140391918575855
1259,0,0.48213446693717826
1260,1,0.830544473263772
1261,0,0.3293314424241847
1262,0,0.15836489879758117
1263,1,0.8724888799178934
1264,0,0.23193863056969502
1265,0,0.16997960963186767
1266,1,0.8273601578146619
1267,1,0.8416772099973281
1268,0,0.34717244178990897
1269,0,0.14053729974016554
1270,0,0.3013229367294911
1271,0,0.2776188807303795
1272,0,0.16474880336423428
1273,0,0.18093218031712227
1274,1,0.5469872653103681
1275,0,0.47331906122583706
1276,0,0.15528951124881354
1277,1,0.778043168300599
1278,0,0.15841427178091927
1279,0,0.1583934027353159
1280,0,0.17692999482028743
1281,0,0.2093454103116614
1282,0,0.37719042608338854
1283,1,0.8170960419178018
1284,0,0.18883693750167324
1285,0,0.16868787110369637
1286,0,0.095395289024644
1287,1,0.8175725781359029
1288,0,0.1269674189737325
1289,1,0.8994165509907803
1290,0,0.14912855749520498
1291,0,0.1349453885540738
1292,1,0.855837539585776
1293,0,0.1661099811831529
1294,1,0.8295907241469587
1295,0,0.2667459289236541
1296,0,0.447314097269019
1297,0,0.43761218944190816
1298,0,0.1621443557580225
1299,0,0.45403289142907965
1300,1,0.6930845544000853
1301,1,0.6627750456218364
1302,1,0.7011535898434756
1303,1,0.8348225632757256
1304,0,0.4778512597583655
1305,0,0.131778999174071
1306,1,0.8783817370607504
1307,0,0.12335327046279211
1308,0,0.131778999174071
1309,0,0.35875496197812906
